N t E_X E_Y E_XY D_XX D_YY D_XY
100 0 -0.0430874 0.00240919 -0.000103806 1.11667 1.01972 0.156324 0 0 0
100 0.1 -0.067565 0.0680214 -0.00459587 0.996181 1.00165 0.0469416 0.352203 0.354138 0.0165964
100 0.2 -0.13372 0.150032 -0.0200622 0.882142 0.945384 0.0819055 0.240089 0.257301 0.0222918
100 0.3 -0.131277 0.15946 -0.0209334 1.00539 0.973901 0.0357806 0.217674 0.210856 0.00774673
100 0.4 -0.178888 0.172101 -0.0307869 1.04603 1.02984 -0.024775 0.18712 0.184223 0.00443189
100 0.5 -0.162269 0.133529 -0.0216677 1.08041 1.1628 -0.0327761 0.164379 0.176914 0.00498672
100 0.6 -0.145731 0.142505 -0.0207674 1.1811 1.14213 0.0411307 0.156212 0.151058 0.00543995
100 0.7 -0.104172 0.107055 -0.0111522 1.04667 1.24034 0.0538486 0.122384 0.145029 0.00629635
100 0.8 -0.00337339 0.149003 -0.000502646 0.981007 1.19407 0.0467896 0.102767 0.125086 0.00490151
100 0.9 -0.0751821 0.162339 -0.012205 0.865418 1.1489 -0.0194247 0.0821007 0.108995 0.00184279
100 1 -0.125694 0.137997 -0.0173454 0.93022 1.15487 -0.000832165 0.08063 0.100102 7.21308e-05
100 1.1 -0.0235412 0.0817475 -0.00192443 0.896885 1.10227 0.0027065 0.0715585 0.0879455 0.00021594
100 1.2 0.00265751 0.0493411 0.000131124 0.914341 1.13662 0.0179068 0.0675747 0.0840019 0.00132341
100 1.3 -0.0115511 0.105333 -0.00121671 0.929911 1.20095 0.0384963 0.064006 0.082662 0.00264971
100 1.4 -0.0474283 0.108228 -0.00513305 0.939698 1.24596 -0.0071558 0.0605223 0.0802475 0.000460877
100 1.5 -0.0431201 0.0431729 -0.00186162 0.943796 1.39351 0.0609648 0.0571142 0.0843289 0.00368931
100 1.6 0.0609194 0.00256933 0.000156522 0.891645 1.48758 -0.0372643 0.0508837 0.0848922 0.00212657
100 1.7 0.0396314 0.0400924 0.00158892 0.917993 1.45364 -0.00257755 0.0495627 0.0784823 0.000139163
100 1.8 -0.000197595 0.0578703 -1.14349e-05 0.933206 1.52259 0.0313105 0.0478061 0.0779991 0.00160397
100 1.9 -0.0868095 0.0722115 -0.00626865 0.946556 1.47394 0.0712679 0.0461295 0.0718312 0.00347317
100 2 -0.173166 0.056411 -0.00976846 0.977168 1.4753 0.0409118 0.0454104 0.0685594 0.00190123
100 2.1 -0.146864 -0.0479901 0.007048 0.960392 1.41636 0.0454951 0.0426505 0.0628998 0.00202041
100 2.2 -0.090733 0.0311142 -0.00282308 0.951544 1.32775 0.116316 0.0404621 0.0564592 0.00494604
100 2.3 -0.0894794 0.0138312 -0.0012376 0.943296 1.31471 0.0811261 0.0384765 0.0536263 0.00330908
100 2.4 -0.112674 -0.00511851 0.000576721 0.996154 1.33746 0.127927 0.0390411 0.0524177 0.00501369
100 2.5 -0.110108 -0.094699 0.0104272 1.02207 1.38203 0.136096 0.0385469 0.0521228 0.00513281
100 2.6 -0.179401 -0.106857 0.0191702 1.01901 1.38125 0.109947 0.0370356 0.0502011 0.00399601
100 2.7 -0.216937 -0.240148 0.0520971 1.02798 1.30371 0.160704 0.0360522 0.0457222 0.00563602
100 2.8 -0.148664 -0.278919 0.0414651 1.05665 1.27894 0.153763 0.0358026 0.0433343 0.00520995
100 2.9 -0.175245 -0.294973 0.0516925 1.04209 1.34199 0.161659 0.0341526 0.0439812 0.00529805
100 3 -0.155253 -0.236259 0.0366799 1.0219 1.30586 0.171764 0.0324286 0.0414396 0.00545066
