0 -7.89158e-05 -8.85883e-08 
0.01 0.000221994 -3.14597e-06 
0.02 -2.9663e-05 -6.20684e-06 
0.03 -7.08526e-05 -8.32142e-06 
0.04 -7.47071e-06 -8.84468e-06 
0.05 -1.48802e-06 -7.65266e-06 
0.06 4.13362e-05 -5.18773e-06 
0.07 -4.43495e-05 -2.31627e-06 
0.08 -1.27355e-05 -4.43872e-08 
0.09 1.05031e-05 8.15031e-07 
0.1 2.87171e-05 -8.60012e-08 
0.11 -7.88399e-05 -2.51099e-06 
0.12 0.000132022 -5.71245e-06 
0.13 -0.00019178 -8.67576e-06 
0.14 1.8304e-05 -1.04539e-05 
0.15 9.01849e-05 -1.04824e-05 
0.16 2.93523e-06 -8.77074e-06 
0.17 -1.79103e-05 -5.90341e-06 
0.18 -7.07119e-05 -2.85114e-06 
0.19 -0.000137291 -6.51247e-07 
0.2 -6.62177e-05 -6.32693e-08 
0.21 -7.23364e-05 -1.31376e-06 
0.22 7.53263e-05 -4.01603e-06 
0.23 -0.000321959 -7.2932e-06 
0.24 -0.000201057 -1.00655e-05 
0.25 2.2837e-05 -1.14075e-05 
0.26 7.55114e-05 -1.08581e-05 
0.27 -3.35037e-05 -8.57796e-06 
0.28 3.76374e-06 -5.30186e-06 
0.29 -2.6431e-05 -2.09964e-06 
0.3 0.000176461 -2.27952e-08 
0.31 -7.78833e-05 2.46016e-07 
0.32 3.12927e-05 -1.37596e-06 
0.33 -5.43222e-05 -4.33818e-06 
0.34 0.000271046 -7.6342e-06 
0.35 2.67157e-05 -1.01329e-05 
0.36 -9.00695e-05 -1.09544e-05 
0.37 1.94771e-06 -9.7666e-06 
0.38 2.25375e-06 -6.90102e-06 
0.39 3.10187e-05 -3.24926e-06 
0.4 6.11643e-05 2.90166e-08 
0.41 -0.000122177 1.89054e-06 
0.42 -5.11529e-05 1.75799e-06 
0.43 2.35315e-05 -2.8242e-07 
0.44 -0.000200853 -3.50294e-06 
0.45 9.16986e-05 -6.77098e-06 
0.46 -1.60034e-05 -8.92363e-06 
0.47 9.59658e-05 -9.15634e-06 
0.48 9.76875e-06 -7.29602e-06 
0.49 2.27546e-05 -3.86575e-06 
0.5 -3.46941e-06 8.26564e-08 
0.51 2.96532e-05 3.315e-06 
0.52 -1.94085e-05 4.82586e-06 
0.53 0.000167711 4.17775e-06 
0.54 -0.000214758 1.65376e-06 
0.55 -2.36632e-05 -1.82958e-06 
0.56 6.29685e-05 -5.02279e-06 
0.57 -9.05744e-05 -6.75894e-06 
0.58 0.000182974 -6.34627e-06 
0.59 8.93952e-05 -3.80589e-06 
0.6 -9.77128e-05 1.27076e-07 
0.61 -0.000187802 4.24195e-06 
0.62 -9.91993e-06 7.25353e-06 
0.63 -3.24626e-05 8.23277e-06 
0.64 0.000161797 6.92302e-06 
0.65 -0.000145684 3.83402e-06 
0.66 2.98708e-05 7.98269e-08 
0.67 -4.71327e-05 -2.98797e-06 
0.68 4.71778e-05 -4.23044e-06 
0.69 -0.000158418 -3.10431e-06 
0.7 -0.000104143 1.51937e-07 
0.71 1.51234e-05 4.5935e-06 
0.72 -3.84984e-05 8.88315e-06 
0.73 -0.000107239 1.17388e-05 
0.74 -1.97689e-05 1.23631e-05 
0.75 -8.85552e-05 1.07064e-05 
0.76 0.000156068 7.46914e-06 
0.77 -2.00096e-05 3.83514e-06 
0.78 -0.000260842 1.02205e-06 
0.79 7.21749e-05 -2.01057e-07 
0.8 -9.12045e-05 1.40778e-07 
0.81 2.82221e-05 1.15244e-06 
0.82 0.000113756 1.31478e-06 
0.83 -0.000124014 -9.93182e-07 
0.84 5.30311e-05 -6.8274e-06 
0.85 0.000137138 -1.60459e-05 
0.86 -7.52409e-05 -2.68845e-05 
0.87 -3.57326e-06 -3.58651e-05 
0.88 6.91274e-05 -3.80872e-05 
0.89 -0.000137891 -2.78778e-05 
0.9 -2.39479e-05 2.71359e-07 
0.91 0.000206233 5.05621e-05 
0.92 0.000137794 0.000124612 
0.93 0.000343576 0.000220095 
0.94 0.000289357 0.000329359 
0.95 0.000330932 0.00043817 
0.96 0.000579257 0.000524839 
0.97 0.000566991 0.000560188 
0.98 0.00047634 0.000508924 
0.99 0.000395965 0.000333072 
1 -6.61743e-06 -2.04263e-06 
1.01 -0.000348883 -0.000519116 
1.02 -0.00111416 -0.001218 
1.03 -0.00211226 -0.00206391 
1.04 -0.00308781 -0.00297695 
1.05 -0.00380529 -0.0038257 
1.06 -0.00446243 -0.00442839 
1.07 -0.00467061 -0.00456443 
1.08 -0.00411619 -0.0039987 
1.09 -0.00239645 -0.0025187 
1.1 9.11897e-05 1.76053e-05 
1.11 0.00364961 0.00362824 
1.12 0.00821654 0.0081563 
1.13 0.013223 0.013232 
1.14 0.0183805 0.0182591 
1.15 0.022515 0.022437 
1.16 0.0248501 0.0248254 
1.17 0.0243926 0.0244538 
1.18 0.0206495 0.0204709 
1.19 0.0121845 0.012318 
1.2 -0.000101822 -9.45076e-05 
1.21 -0.0161976 -0.0162401 
1.22 -0.0349955 -0.0348889 
1.23 -0.0539352 -0.0541124 
1.24 -0.0713867 -0.0714023 
1.25 -0.0841466 -0.0839102 
1.26 -0.0888394 -0.0887975 
1.27 -0.0835168 -0.0836618 
1.28 -0.0670058 -0.0669864 
1.29 -0.0386075 -0.0385445 
1.3 0.000249921 0.000316537 
1.31 0.0465463 0.0465777 
1.32 0.095787 0.0956875 
1.33 0.142112 0.141954 
1.34 0.179576 0.179169 
1.35 0.201054 0.201402 
1.36 0.203526 0.203864 
1.37 0.184015 0.183714 
1.38 0.140882 0.140686 
1.39 0.0773821 0.0774062 
1.4 -0.000588875 -0.000659726 
1.41 -0.0857944 -0.0856819 
1.42 -0.168326 -0.16831 
1.43 -0.238714 -0.238798 
1.44 -0.28806 -0.28827 
1.45 -0.31045 -0.30993 
1.46 -0.300012 -0.30006 
1.47 -0.25897 -0.25863 
1.48 -0.189542 -0.189431 
1.49 -0.099867 -0.0996804 
1.5 0.000824894 0.000839742 
1.51 0.100897 0.101005 
1.52 0.189096 0.189763 
1.53 0.257313 0.257526 
1.54 0.296969 0.297364 
1.55 0.305474 0.305815 
1.56 0.283262 0.283213 
1.57 0.233904 0.233506 
1.58 0.16389 0.163602 
1.59 0.0823494 0.0823549 
1.6 -0.000646878 -0.000650707 
1.61 -0.0764225 -0.0763301 
1.62 -0.137213 -0.137182 
1.63 -0.178075 -0.178081 
1.64 -0.196362 -0.196693 
1.65 -0.193298 -0.19349 
1.66 -0.171787 -0.171401 
1.67 -0.135022 -0.135178 
1.68 -0.0905961 -0.0905982 
1.69 -0.0435651 -0.0436335 
1.7 0.000309736 0.000308007 
1.71 0.0369659 0.0369608 
1.72 0.0637145 0.0635548 
1.73 0.0790963 0.0789233 
1.74 0.0834907 0.0833875 
1.75 0.0783176 0.0784692 
1.76 0.066415 0.0664953 
1.77 0.0502698 0.0501692 
1.78 0.0321278 0.0321693 
1.79 0.0147971 0.0148266 
1.8 -9.15221e-05 -9.09485e-05 
1.81 -0.0114744 -0.0114789 
1.82 -0.0188829 -0.0188902 
1.83 -0.0224444 -0.0224462 
1.84 -0.0227125 -0.0226926 
1.85 -0.020451 -0.0204338 
1.86 -0.0165712 -0.0165713 
1.87 -0.0119757 -0.0119675 
1.88 -0.00733621 -0.00734787 
1.89 -0.00324822 -0.00324533 
1.9 1.70768e-05 1.64778e-05 
1.91 0.00231417 0.00230738 
1.92 0.00365958 0.00365354 
1.93 0.00420217 0.00418917 
1.94 0.00411862 0.00410682 
1.95 0.00361373 0.00361336 
1.96 0.00290489 0.00289631 
1.97 0.00211203 0.00210257 
1.98 0.00133181 0.00132926 
1.99 0.000628622 0.000625168 
2 4.97329e-08 9.7087e-08 
