46.4907 101.329 96.938 110.288 112.179 113.632 119.32 112.815 96.9606 103.448 105.33 123.964 105.888 107.241 92.2934 121.784 89.1363 101.558 98.6928 91.196 121.793 97.8761 107.8 108.379 102.748 110.763 103.85 100.752 95.2728 117.078 103.909 90.9523 106.225 81.5458 54.0285 38.7933 38.4516 39.0171 27.4565 25.6952 25.8672 18.675 19.3634 14.9776 14.3844 11.803 19.6624 14.2422 8.45579 19.3739 9.18563 16.8963 10.1019 12.996 12.1527 9.71453 10.8858 9.69316 7.37262 5.89917 11.694 9.62179 7.90111 6.30282 5.39886 4.057 6.69507 5.19723 6.74106 8.94499 3.07426 5.78455 8.21137 6.95518 5.16936 8.06371 5.48899 8.05733 9.97868 6.4917 6.98629 12.7833 4.82789 7.53979 5.60455 6.99271 8.08427 9.34692 6.36236 6.99721 9.14222 6.37754 6.39641 6.52109 7.55073 7.64019 4.66213 7.63968 8.18007 7.4204 4.09258 
0.214383 0.14027 0.148304 0.345751 0.144668 0.0724208 0.0813533 0.164306 0.311073 0.212605 0.140147 0.385314 0.308977 0 0.338341 0.482085 0.147686 0.142155 0.130306 0.207441 0.220068 0.251532 0.452031 0.0549851 0.202883 0.366793 0.224776 0.291691 0.148162 0.378423 0.239478 0.229943 0.376371 0.166744 0.180706 0.129325 0.0982279 0.116457 0.105249 0.0888895 0.0895343 0.0733181 0.0382119 0.104378 0.0677407 0.0464261 0.0774001 0.11809 0.0418042 0.0439659 0.0357896 0.0578958 0.0891671 0.0639466 0.0272848 0.0582513 0.0689019 0.03896 0.0587527 0.0420012 0.0366306 0.0297271 0.0495975 0.0250452 0.0299984 0.0327846 0.0337911 0.0664057 0.332749 0.311616 0.250946 0.198669 0.127074 0.31604 0.198166 0.374072 0.406939 0.347104 0.122934 0.137326 0.241924 0.0389605 0.311566 0.11095 0.028702 0.187108 0.172776 0.141412 0.0354186 0.156742 0.148948 0.041712 0.0680773 0.172168 0.398379 0.208846 0.422561 0.374585 0.326296 0.148023 0.0879498 
0.0817815 0.346081 0.373477 0.147923 0.356008 0.0724208 0.34885 0.346844 0.280033 0.300298 0.0751315 0.471406 0.129356 0.224674 0.313701 0.243999 0.202552 0.140805 0.316367 0.36257 0.295887 0.271769 0.28642 0.540301 0.366096 0.382975 0.46764 0.239125 0.311263 0.119531 0.145202 0.313078 0.224102 0.0908645 0.104747 0.162263 0.15273 0.139746 0.142445 0.122115 0.10481 0.112063 0.0951745 0.105511 0.0979149 0.0925713 0.0776335 0.0555343 0.0523671 0.0420724 0.0727547 0.0736823 0.0884475 0.0466036 0.0359656 0.0877053 0.0509307 0.0354268 0.0765472 0.0618769 0.041888 0.0437553 0.0656622 0.0250309 0.0363441 0.043574 0.059915 0.154027 0.171027 0.269407 0.223474 0.27243 0.291185 0.213509 0.0903669 0.269822 0.187671 0.265764 0.0643114 0.0780396 0.329323 0.17044 0.184798 0.478608 0.263789 0.352751 0.0663161 0.122565 0.177806 0.296613 0.214105 0.18078 0.206099 0.451354 0.384777 0.0222742 0.277251 0.279793 0.11807 0.237186 0.148689 
0.0831479 0.223564 0.332216 0.403926 0.0899597 0.189834 1.00988 0.217521 0.144635 0.159212 0.202439 0.160599 0.547639 0.231766 0.189621 0.261701 0.133794 0.280186 0.340739 0.462534 0.369833 0.255432 0.109642 0.326218 0.303309 0.229897 0.0809274 0.135325 0.483418 0.150168 0.553231 0.218459 0.214212 0.6272 0.161649 0.131403 0.121257 0.11259 0.150139 0.096672 0.132221 0.108141 0.0984239 0.118672 0.102473 0.0986539 0.0851388 0.0699312 0.0698328 0.0867274 0.0791376 0.132005 0.068694 0.0671227 0.0421813 0.0687025 0.0881346 0.0581926 0.0429917 0.0613603 0.0479366 0.0721279 0.0453296 0.035154 0.0527952 0.0688798 0.0502797 0.23427 0.127505 0.434417 0.21051 0.162633 0.104552 0.291821 0.546528 0.125477 0.208817 0.142948 0.329436 0.240635 0.203174 0.402302 0.310474 0.316132 0.523665 0.18712 0.258269 0.114364 0.164568 0.272729 0.434718 0.157292 0.279027 0.252207 0.239516 0.549498 0.0247491 0.218309 0.189679 0.24187 0.186893 
0.138163 0.668078 0.0780077 0.0826446 0.310381 0.292889 0.0788309 0.159445 0.304739 0.212935 0.576233 0.456152 0.459467 0.267823 0.382916 0.277317 0.0604836 0.642317 0.36404 0.430084 0.207573 0.0668821 0.399337 0.292049 0.392165 0.0716645 0.233899 0.163998 0.352789 0.374211 0.441052 0 0 0.297626 0.175599 0.159096 0.130575 0.129118 0.182799 0.133434 0.156506 0.182835 0.105552 0.0961941 0.0998866 0.131037 0.0862712 0.133601 0.0696534 0.11459 0.116335 0.121049 0.0799857 0.0667647 0.0943344 0.0952448 0.0405099 0.0552862 0.0973263 0.0335706 0.034522 0.0589224 0.0463925 0.0669437 0.0534459 0.0474765 0.056364 0.376961 0.333397 0.434711 0.502385 0.496619 0.17912 0.133127 0.14694 0.221076 0.336274 0.104786 0.237372 0.446445 0.154212 0.144625 0.190029 0.214716 0.506512 0.204668 0.246955 0.423607 0.105789 0.0935526 0.70198 0.673719 0.291224 0.118195 0.13244 0.0678703 0.177336 0.334307 0.135092 0.234818 0.101661 
0.0800822 0.301605 0.346573 0.523276 0.492443 0.0668821 0.217458 0.159445 0.155201 0.484329 0.308871 0.153561 0.374877 0.266913 0.320384 0.633917 0.302898 0.376821 0.490516 0.237883 0.22799 0.0679437 0.543919 0.106638 0.126274 0.352063 0.377184 0.311914 0.200979 0.386192 0.225375 0.162643 0.406968 0.519458 0.221448 0.208226 0.180912 0.153496 0.124503 0.14909 0.181048 0.127768 0.134864 0.103022 0.101763 0.132351 0.108122 0.0848099 0.0975455 0.12667 0.115342 0.0872856 0.119295 0.0698997 0.0893702 0.0703503 0.0594691 0.0978604 0.0801976 0.0349684 0.0660612 0.0565065 0.0561987 0.0626785 0.079685 0.0365318 0.0722277 0.333036 0.129779 0.098266 0.358101 0.145134 0.385956 0.479542 0.342566 0.237594 0.283824 0.417085 0.128521 0.179473 0.0953854 0.39008 0.215317 0.495709 0.226011 0.154162 0.300761 0.340698 0.392966 0.306581 0.288296 0.0995824 0.321116 0.31611 0.454455 0.37485 0.435873 0.228665 0.0868968 0.264694 0.329884 
0.13611 0.191717 0.203598 0.249284 0.199006 0.41712 0.151552 0.461424 0.395396 0.248454 0.251074 0.163639 0.155782 0.447753 0.381085 0.309356 0.341972 0.455002 0.287998 0.403991 0.63033 0 0.273713 0.49165 0.294687 0.448397 0.2793 0.397183 0.14937 0.207447 0.196312 0.209076 0.054126 0.48924 0.188217 0.249089 0.184708 0.172651 0.182742 0.179135 0.173192 0.174237 0.174183 0.178368 0.121742 0.149625 0.139394 0.135644 0.136763 0.110266 0.135319 0.124256 0.136308 0.0985963 0.110835 0.0407308 0.149339 0.0668083 0.0771803 0.0952764 0.0754741 0.0619126 0.0533514 0.0627468 0.0457597 0.060789 0.0507761 0.460998 0.174628 0.545317 0.619665 0.162314 0.497744 0.26353 0.216916 0.496705 0.208587 0.413138 0.401999 0.453726 0.338055 0.29487 0.391132 0.228873 0.544519 0.373453 0.670223 0.514685 0.489439 0.465704 0.344181 0.296386 0.187827 0.379137 0.351331 0.371913 0.343998 0.403001 0.164254 0.311308 0.296732 
0.140885 0.231879 0.694697 0.371201 0.293423 0 0.70762 0.346373 0.185189 0.299539 0.302984 0.461324 0.558584 0.227144 0.276382 0.458679 0.351559 0.207409 0.370872 0.185206 0.293099 0.156516 0.280451 0.286873 0.565359 0.434022 0.251823 0.150083 0.295771 0.648076 0.131676 0.204214 0.365124 0.350133 0.242126 0.166944 0.228492 0.171115 0.167245 0.198095 0.249254 0.157207 0.134333 0.155234 0.182981 0.123855 0.134252 0.129444 0.128899 0.107361 0.133908 0.095243 0.077719 0.0819318 0.12977 0.101317 0.0938163 0.0983438 0.0942205 0.0672601 0.048847 0.0787672 0.0948906 0.0780065 0.0748454 0.0535677 0.0722701 0.279771 0.384887 0.417725 0.250834 0.345204 0.699447 0.344407 0.47864 0.254835 0.583765 0.649879 0.543159 0.284899 0.146692 0.186811 0.367957 0.406055 0.24702 0.4664 0.298244 0.120564 0.336662 0.806678 0.0698967 0.0533999 0.271164 0.334282 0.446604 0.185585 0.435903 0.197148 0.285347 0.147175 0.120618 
0.372705 0.264015 0.371044 0.533362 0.391802 0.244455 0.667409 0 0.31381 0 0.228024 0.0668821 0.276854 0.400458 0.30467 0.146362 0.393229 0.151288 0.157548 0.421096 0.514296 0.410544 0.647347 0.600647 0.640009 0.459674 0.484425 0.324197 0.234219 0.611754 0.508909 0.399607 0.219368 0.124892 0.252687 0.166201 0.265302 0.216519 0.200433 0.210376 0.233232 0.151915 0.162535 0.150671 0.120392 0.145016 0.105293 0.118347 0.160536 0.104882 0.160829 0.141598 0.142643 0.127282 0.118835 0.107727 0.0949393 0.135731 0.137242 0.0625784 0.0521445 0.0533586 0.0752724 0.088547 0.0471163 0.0878676 0.0717813 0.260129 0.283493 0.241017 0.946948 0.522434 0.644817 0.295174 0.444278 0.361238 0.491566 0.653832 0.384441 0.163974 0.58382 0.683048 0.721951 0.508891 0.245938 0.189038 0.309046 0.488234 0.347378 0.125491 0.221232 0.548705 0.433678 0.274962 0.326458 0.251125 0.537297 0.534034 0.340648 0.27088 0.148427 
0.180393 0.21049 0.149351 0.0743468 0.405605 0.617715 0.416325 0.525781 0.530408 0.324974 0.443527 0.359099 0.502403 0.277187 0.226953 0.312896 0.145172 0.339456 0.441298 0.35379 0.0706028 0.131045 0.247261 0.20169 0.318073 0.229791 0.415495 0.443825 0.350391 0.233486 0.0412209 0.390243 0.390589 0.216322 0.2378 0.208897 0.205705 0.240907 0.248552 0.168972 0.172642 0.156984 0.182921 0.193419 0.149043 0.17234 0.151599 0.187857 0.135544 0.167334 0.159812 0.143565 0.120435 0.112165 0.109257 0.110703 0.141423 0.116108 0.100035 0.104616 0.117292 0.117369 0.0996026 0.110381 0.0702921 0.0822939 0.0925789 0.203221 0.153698 0.517631 0.333745 0.896705 0.24009 0.613546 0.445225 0.08107 0.272307 0.341124 0.532756 0.318046 0.348815 0.330904 0.24723 0.371153 0.111211 0.137424 0.18425 0.324886 0.418913 0.272502 0.297884 0.395223 0.491514 0.257887 0.620973 0.381003 0.453524 0.408015 0.157088 0.245533 0.117602 
