0.477729 0.387094 0.505199 0.623344 0.691896 0.217973 0.58209 0.636415 0.335391 0.685451 0.130495 0.269652 0.260445 0.247178 0.21658 0.662992 0.228806 0.299695 0.499854 0.292474 0.229523 0.305741 0.451465 0.115171 0.358851 0.21681 0.523934 0.274467 0.267621 0.465043 0.247034 0.471487 0.209582 0.298871 0.340896 0.303258 0.436554 0.37842 0.457922 0.21211 0.184064 0.201022 0.155613 0.278871 0.172088 
0.193846 0.375343 0.364976 0.240608 0.210664 0.215527 0.112392 0.521122 0.450717 0.167383 0.424028 0.287257 0.237299 0.381314 0.329819 0.454086 0.385852 0.170811 0.3601 0.233966 0.51791 0.361106 0.19828 0.336145 0.271374 0.417481 0.559854 0.384083 0.292145 0.549403 0.255253 0.277615 0.506781 0.260161 0.233239 0.242276 0.223751 0.578167 0.374053 0.208996 0.156762 0.138853 0.320465 0.177691 0.165707 
0.255284 0.802634 0.431422 0.305767 0.560776 0.454175 0.58795 0.168042 0.317331 0.593835 0.307722 0.344188 0.206429 0.25683 0.594765 0.363564 0.424762 0.422999 0.349384 0.2343 0.375261 0.149487 0.25358 0.436855 0.223903 0.281608 0.298535 0.274333 0.44034 0.340418 0.48796 0.223364 0.241886 0.245627 0.179361 0.318567 0.353925 0.229696 0.305821 0.225298 0.187398 0.1986 0.186117 0.155728 0.154888 
0.209275 0.409291 0.372335 0.232046 0.210472 0.271199 0.149193 0.54128 0.21724 0.208336 0.573535 0.393608 0.220102 0.324836 0.109885 0.281595 0.17989 0.200005 0.303553 0.442933 0.583714 0.121183 0.568303 0.24121 0.380674 0.286914 0.19336 0.259316 0.262241 0.320499 0.25519 0.277457 0.374072 0.261816 0.513107 0.39137 0.496274 0.345337 0.23046 0.22098 0.368237 0.206381 0.189946 0.228593 0.169205 
0.278789 0.659692 0.486147 0.23854 0.425606 0.312044 0.228855 0.225109 0.192034 0.519098 0.398575 0.425885 0.230577 0.291179 0.169866 0.32749 0.449487 0.190409 0.11389 0.387162 0.604714 0.681205 0.152869 0.300218 0.301485 0.405073 0.317466 0.381053 0.515464 0.180075 0.256719 0.534136 0.244406 0.183185 0.337391 0.220437 0.355333 0.203268 0.35031 0.18947 0.176566 0.169476 0.19987 0.386964 0.196472 
0.512001 0.34076 0.274502 0.152577 0.14016 0.655995 0.357 0.47209 0.376433 0.452255 0.442943 0.343353 0.321979 0.486007 0.300447 0.193325 0.204456 0.459341 0.425414 0.436231 0.389764 0.267614 0.39314 0.213486 0.312601 0.268092 0.242036 0.562576 0.104886 0.322454 0.427008 0.228996 0.187299 0.221589 0.211841 0.251111 0.221248 0.187868 0.205258 0.263352 0.18296 0.207248 0.260753 0.19258 0.208086 
0.48785 0.285047 0.32132 0.290834 0.291893 0.166963 0.14562 0.486579 0.131054 0.1644 0.294292 0.193385 0.194063 0.428598 0.219061 0.307182 0.167393 0.412096 0.320769 0.303976 0.266514 0.399332 0.373989 0.398302 0.141969 0.292133 0.636542 0.258959 0.470728 0.601543 0.246779 0.181846 0.310341 0.29243 0.188638 0.263457 0.267643 0.192258 0.292132 0.258718 0.334732 0.174575 0.213756 0.315824 0.161127 
0.303925 0.306026 0.185407 0.125124 0.125145 0.313348 0.200066 0.226018 0.340597 0.504564 0.508043 0.341915 0.184806 0.322482 0.318142 0.41501 0.358355 0.404434 0.330498 0.369042 0.300044 0.303915 0.735913 0.31605 0.2604 0.101774 0.305736 0.319805 0.217667 0.232484 0.150474 0.214261 0.324972 0.319194 0.28388 0.303124 0.217535 0.482335 0.21502 0.147943 0.181155 0.211573 0.201639 0.240885 0.190534 
0.280343 0.267709 0.446511 0.147136 0.246885 0.32263 0.23317 0.151816 0.443781 0.412181 0.243974 0.199385 0.20266 0.38631 0.375621 0.231023 0.290697 0.370598 0.24188 0.185962 0.425979 0.515241 0.357118 0.261831 0.146099 0.252153 0.271679 0.285086 0.485779 0.387435 0.413523 0.351621 0.290144 0.222247 0.130547 0.437707 0.483898 0.351954 0.227054 0.216467 0.308157 0.324386 0.207771 0.184925 0.143104 
0.301362 0.789893 0.215444 0.425487 0.116669 0.50938 0.671485 0.360753 0.449461 0.181133 0.0927011 0.266912 0.364934 0.22803 0.275883 0.27514 0.185215 0.176357 0.201021 0.199155 0.229135 0.279595 0.129816 0.33317 0.289226 0.158171 0.209329 0.280488 0.26597 0.282623 0.230772 0.377986 0.225841 0.205132 0.47412 0.256729 0.21872 0.225236 0.240993 0.27315 0.298873 0.0864752 0.290035 0.189572 0.231581 
