-0.19329 -0.199715 -0.184785 -0.0385245 -0.225055 -0.236226 -0.10948 -0.259227 -0.287645 -0.0436017 -0.143383 -0.119264 -0.320088 -0.15153 -0.320536 -0.338472 -0.25364 -0.25852 -0.178417 -0.322158 -0.370838 -0.196504 -0.196645 -0.351797 -0.315718 -0.327697 -0.294288 -0.346978 -0.363858 -0.381709 -0.402492 -0.372677 -0.369228 -0.403379 -0.459392 -0.479425 -0.501514 -0.502616 -0.509434 -0.560543 -0.546054 -0.551901 -0.585916 -0.670316 -0.651871 
-0.154489 -0.180236 -0.208528 -0.162773 -0.23791 -0.0782849 -0.237646 -0.263121 -0.263517 -0.0686727 -0.112738 -0.122839 -0.183156 -0.189649 -0.132521 -0.121808 -0.354368 -0.36551 -0.224027 -0.219719 -0.362319 -0.16218 -0.2997 -0.22472 -0.316636 -0.219563 -0.330071 -0.162087 -0.37464 -0.366768 -0.387987 -0.240957 -0.430841 -0.415947 -0.477704 -0.475365 -0.518647 -0.473559 -0.561187 -0.572706 -0.520291 -0.616332 -0.624363 -0.603065 -0.618264 
-0.168136 -0.17668 -0.207194 -0.219178 -0.234936 -0.243651 -0.245384 -0.249675 -0.0706511 -0.157579 -0.240115 -0.154325 -0.1198 -0.149782 -0.291827 -0.225329 -0.188381 -0.0188418 -0.150479 -0.278221 -0.293572 -0.295889 -0.274199 -0.284998 -0.295838 -0.299768 -0.283039 -0.335889 -0.298898 -0.368248 -0.406973 -0.423508 -0.367988 -0.452199 -0.468422 -0.500008 -0.513324 -0.427819 -0.530799 -0.549085 -0.578104 -0.565916 -0.49669 -0.664162 -0.642562 
-0.187137 -0.181575 -0.192884 -0.0168793 -0.147734 -0.257415 -0.248219 -0.251247 -0.290419 -0.298171 -0.178077 -0.304406 -0.133508 -0.128479 -0.356898 -0.238903 -0.229667 -0.235446 -0.243755 -0.245884 -0.205499 -0.272392 -0.360181 -0.274265 -0.265976 -0.284536 -0.34292 -0.330113 -0.349719 -0.373284 -0.328914 -0.415451 -0.453453 -0.441297 -0.471091 -0.501568 -0.464842 -0.466921 -0.527971 -0.56804 -0.555878 -0.552714 -0.623341 -0.664395 -0.656075 
-0.188453 -0.182582 -0.0611792 -0.236944 -0.238953 0.0233887 -0.055833 -0.272471 -0.275197 -0.285802 -0.307835 -0.306469 -0.227171 -0.329485 0.104724 -0.164889 -0.134312 -0.350748 -0.0977856 -0.231519 -0.256805 -0.253857 -0.277561 -0.260465 -0.314893 -0.133352 -0.36119 -0.329076 -0.335755 -0.379895 -0.384883 -0.409802 -0.316607 -0.442316 -0.471348 -0.489289 -0.465959 -0.487935 -0.557017 -0.551931 -0.60012 -0.58645 -0.635219 -0.657372 -0.619949 
-0.18671 -0.198479 0.0280461 -0.235689 -0.234275 -0.247021 -0.271861 -0.20301 -0.299427 -0.120792 -0.30753 -0.335071 -0.306727 -0.142227 -0.115185 -0.130524 -0.161388 -0.214352 -0.214251 -0.250454 -0.245016 -0.264081 -0.19904 -0.248896 -0.285981 -0.322059 -0.314482 -0.329772 -0.360308 -0.373254 -0.367067 -0.397101 -0.441163 -0.460912 -0.426379 -0.497156 -0.471889 -0.475078 -0.560456 -0.534986 -0.57553 -0.595226 -0.625608 -0.540507 -0.689274 
-0.213219 0.0641078 -0.223822 -0.238734 0.0163954 -0.248202 -0.213495 -0.264412 -0.297719 -0.191586 -0.128686 -0.237155 -0.0171366 0.176324 -0.212672 -0.291138 -0.246335 -0.0646942 -0.213136 -0.191127 -0.197627 -0.257096 -0.264382 -0.254419 -0.355107 -0.299103 -0.283548 -0.353022 -0.234437 -0.315495 -0.261392 -0.406199 -0.417143 -0.441544 -0.484542 -0.479884 -0.513477 -0.537364 -0.538399 -0.489745 -0.593691 -0.570195 -0.643487 -0.657561 -0.696437 
-0.214569 -0.223218 -0.217613 -0.231125 0.0200174 -0.253745 -0.266659 -0.268881 -0.302132 -0.181346 -0.304532 -0.283154 -0.0768646 -0.345913 -0.358558 -0.185146 0.0749819 -0.0558235 -0.14481 -0.292326 -0.172074 -0.218439 -0.28537 -0.27246 -0.15818 -0.283872 -0.337074 -0.251484 -0.334552 -0.377354 -0.342878 -0.291925 -0.394302 -0.434145 -0.480641 -0.449257 -0.492318 -0.522587 -0.526311 -0.559872 -0.580696 -0.507159 -0.621049 -0.670212 -0.611677 
-0.195736 -0.0247988 -0.0371434 -0.0623509 -0.258734 -0.254552 -0.275458 -0.276181 -0.294739 -0.115175 -0.149698 -0.264004 -0.0642992 0.084047 0.0501413 -0.250421 -0.255026 -0.2055 -0.205842 -0.164968 -0.267095 -0.140573 -0.315532 -0.268475 -0.272728 -0.322499 -0.268481 -0.272964 -0.379462 -0.401027 -0.384579 -0.428964 -0.42997 -0.462324 -0.469533 -0.468212 -0.450297 -0.521384 -0.539402 -0.563063 -0.464836 -0.589529 -0.63849 -0.58458 -0.694921 
-0.20533 -0.224263 -0.237768 -0.239784 -0.254058 -0.253357 -0.29466 0.134748 0.15262 -0.0416041 -0.342351 -0.174547 -0.198792 -0.0729819 -0.229902 -0.246342 0.0677086 -0.244701 -0.307695 -0.136863 -0.16452 -0.185824 -0.311297 -0.28179 -0.313447 -0.309812 -0.339931 -0.355589 -0.113153 -0.377443 -0.406146 -0.428015 -0.432864 -0.432785 -0.422479 -0.475273 -0.477622 -0.502934 -0.559713 -0.573027 -0.578379 -0.612225 -0.632728 -0.66324 -0.624761 
-0.190744 -0.23395 -0.150218 -0.254363 -0.267878 -0.165419 -0.289869 -0.0606728 -0.000429508 -0.238239 -0.0817545 0.0427934 -0.0451263 -0.113055 0.0660615 -0.286498 -0.206368 -0.23146 -0.0801014 -0.204341 -0.146449 -0.265954 -0.206491 -0.284782 -0.295838 -0.28888 -0.302729 -0.259301 -0.325286 -0.34272 -0.388548 -0.400392 -0.405016 -0.466598 -0.449892 -0.327291 -0.421559 -0.532535 -0.545415 -0.566456 -0.593604 -0.594991 -0.603337 -0.665702 -0.542993 
-0.207394 -0.245453 -0.237902 -0.0191525 -0.147445 -0.287077 -0.291927 0.0891629 -0.323995 -0.140485 -0.219722 -0.287392 -0.167693 -0.109559 -0.218627 -0.244031 0.0383892 -0.284305 -0.177666 -0.215979 -0.131025 -0.262071 -0.220288 -0.163409 -0.293973 -0.308672 -0.331734 -0.323288 -0.338194 -0.365505 -0.35099 -0.403365 -0.400578 -0.416444 -0.433772 -0.499941 -0.520789 -0.516976 -0.509007 -0.537494 -0.500007 -0.623297 -0.651662 -0.650759 -0.684944 
