-0.570027 -0.415853
0.300219 0.23396
0.11664 -0.0314538
-0.570974 -0.539226
-0.67596 -0.699172
-0.303831 -0.484226
-0.0594022 -0.0818866
0.316334 0.508927
-0.23668 -0.177276
0.330785 0.329892
0.387738 0.200158
-0.254502 -0.410277
0.389876 0.363836
-0.590955 -0.632464
0.339716 0.244871
0.367261 0.113751
0.519166 0.454952
0.0968565 0.312183
-0.133405 -0.0751476
-0.180712 -0.162051
0.684887 0.635598
-0.15763 0.0490313
0.133612 -0.06846
-0.131859 -0.142919
0.677253 0.56392
-0.24865 -0.0112014
-0.449773 -0.263561
-0.665689 -0.568172
-0.222863 -0.1044
-0.440136 -0.250831
-0.426038 -0.547251
-0.681662 -0.580878
0.338933 0.124079
-0.333728 -0.319301
0.264354 0.212071
-0.221777 -0.365811
-0.244565 0.00143431
-0.339754 -0.295817
-0.190617 0.0175104
0.207993 0.443697
0.278691 0.420415
0.693687 0.667524
-0.53666 -0.372617
-0.158896 -0.0277976
-0.0454844 0.0648612
0.354711 0.533396
0.0326127 -0.0445668
0.450004 0.516206
-0.0866603 0.165481
-0.269444 -0.501059
0.0563736 -0.0299426
-0.191176 -0.201195
0.0428132 0.227197
-0.495923 -0.60522
0.268725 0.505426
0.224886 0.161003
0.578098 0.666019
0.675579 0.682684
0.0692566 0.172737
0.613497 0.48042
-0.474388 -0.544109
-0.0443317 -0.126793
0.0957999 -0.0600606
-0.524851 -0.64806
-0.0724852 -0.111039
0.457612 0.221898
0.463326 0.218915
0.655963 0.495919
-0.287272 -0.2853
0.175564 0.125138
-0.105301 0.119089
-0.0457183 -0.197331
-0.0158312 0.0606702
-0.0185438 0.20657
0.381542 0.35485
0.00104468 -0.092383
-0.498741 -0.6497
-0.447655 -0.22464
0.413525 0.416898
0.23007 0.111568
-0.498568 -0.477574
-0.0125725 -0.130009
0.416942 0.463156
-0.159423 -0.359973
0.119181 0.321563
0.0315044 -0.129389
0.0710548 0.330339
-0.146215 -0.263914
0.269778 0.345317
-0.0447156 -0.124432
-0.428484 -0.26437
-0.124431 -0.256009
-0.175801 -0.0181074
0.0429258 0.0412661
-0.203759 -0.0967878
0.689913 0.620238
-0.0306873 -0.124136
-0.546666 -0.380712
0.633638 0.501781
0.242576 0.0410161
0.633488 0.481764
-0.537965 -0.535461
-0.228425 0.0316076
-0.664099 -0.605114
-0.134701 -0.018535
0.0151421 -0.0892838
-0.652782 -0.640457
0.0852667 0.205194
0.153924 0.226517
-0.430874 -0.187442
-0.375868 -0.555456
-0.411145 -0.407107
-0.206325 -0.391799
0.0797635 0.14174
-0.188534 -0.324733
-0.141705 -0.0672359
0.538281 0.451841
-0.231092 -0.438479
0.254634 0.476572
-0.313213 -0.327536
-0.633781 -0.518534
-0.0663088 0.095085
-0.344477 -0.559232
0.239956 0.177342
0.621198 0.629704
-0.110988 -0.018794
0.00243335 -0.0592425
0.602897 0.582686
-0.670368 -0.627408
0.303454 0.405935
-0.244315 -0.456624
0.144556 0.165346
0.228822 -0.00206603
0.323984 0.471773
-0.515486 -0.556233
-0.348627 -0.0973455
0.169835 0.363254
-0.326308 -0.474731
0.122819 0.057157
0.285296 0.231579
-0.028448 0.225689
-0.516929 -0.309741
0.333094 0.122294
-0.153886 0.0953597
0.269446 0.134857
0.0727093 0.282358
-0.174002 -0.396616
0.0522059 0.222711
-0.338434 -0.28367
-0.260839 -0.283637
0.426208 0.442162
-0.321306 -0.0929924
-0.2249 -0.394692
-0.131979 -0.366192
-0.320812 -0.110504
-0.608988 -0.662414
-0.238324 -0.397428
-0.479717 -0.297025
-0.0714403 -0.170848
0.493931 0.585002
-0.353551 -0.514446
0.0533513 0.0535024
-0.155764 0.0726063
0.0981535 0.248188
0.492954 0.335422
0.269293 0.188575
-0.640848 -0.646448
0.289775 0.219742
-0.0528102 -0.306484
0.0889061 -0.183565
0.516946 0.423449
-0.528997 -0.521609
0.317254 0.0743616
-0.270635 -0.506189
-0.416464 -0.180474
-0.305527 -0.493214
0.170561 0.0313034
-0.294623 -0.27337
0.536259 0.338117
-0.529434 -0.413802
-0.234253 -0.398743
-0.100648 -0.12511
-0.626341 -0.65571
0.31166 0.440359
0.570413 0.646995
-0.236062 -0.3808
-0.336833 -0.263816
0.582285 0.608512
0.307575 0.108339
-0.718271 -0.678271
0.454595 0.556444
-0.00853569 0.122105
0.594785 0.48246
-0.653263 -0.555047
0.678541 0.593922
-0.349339 -0.170036
-0.70167 -0.662917
0.612109 0.427255
-0.635561 -0.570453
0.336968 0.256118
0.415192 0.378156
-0.449338 -0.527832
0.0858854 0.268157
-0.272993 -0.495873
-0.434203 -0.597482
-0.266028 -0.176003
-0.421752 -0.549715
0.455474 0.53204
-0.0149231 0.0239307
0.670744 0.686233
0.218406 -0.04576
0.136165 0.303785
0.267002 0.0499728
