2.50128 3.13506 1.57919 -2.50114 0.0163296 -0.020987 
2.50457 1.2085 1.55623 0.887577 2.34174 0.0364729 
2.50517 3.52655 1.76892 -2.2764 -0.922346 -0.493099 
2.50563 1.30658 2.8238 0.204472 0.755774 -2.38016 
2.50809 0.234246 1.5223 2.43672 0.581466 0.121593 
2.50373 0.194216 2.40393 1.65225 0.324989 -1.85287 
2.50512 0.95178 1.12015 1.30845 1.83661 1.09109 
2.50277 1.97406 1.82979 -0.949386 2.22523 -0.640989 
2.50209 0.0147692 1.98029 2.29497 0.0338973 -0.996192 
2.50362 1.79011 1.37323 -0.534101 2.39611 0.491421 
2.50893 0.0115015 2.76943 0.912258 0.0104928 -2.33718 
2.50026 1.30682 0.571082 0.352629 1.30468 2.10351 
2.50326 3.11292 2.10904 -2.14844 0.0616185 -1.28324 
2.50471 5.89473 1.81391 2.24993 -0.920773 -0.602953 
2.50673 3.13844 1.12165 -2.2581 0.00712894 1.08842 
2.5023 0.110124 1.01798 2.11669 0.234045 1.31392 
2.50521 4.52721 0.866029 -0.351377 -1.87574 1.62302 
2.50719 2.80516 1.67135 -2.35467 0.823506 -0.251685 
2.50417 1.48438 1.8544 0.207502 2.39517 -0.700697 
2.5042 2.43475 1.27924 -1.82387 1.55769 0.719805 
2.49719 3.35798 0.285537 -0.686985 -0.151023 2.39608 
2.50382 2.13022 2.15861 -1.10575 1.76594 -1.38847 
2.50208 4.92955 1.27015 0.514912 -2.33372 0.740953 
2.50462 4.0908 1.10731 -1.30464 -1.82133 1.11974 
2.50412 1.4474 1.06421 0.269507 2.17297 1.215 
2.50235 3.66377 2.19104 -1.76489 -1.01562 -1.45446 
2.50274 4.90999 1.6841 0.488185 -2.4383 -0.282956 
2.50381 1.68794 2.37532 -0.202925 1.72437 -1.804 
2.50438 1.47802 0.150098 0.0346959 0.372882 2.47622 
2.50084 2.26304 0.544956 -0.827445 0.997977 2.1386 
2.50488 4.47433 1.37846 -0.579791 -2.38936 0.478808 
2.50276 4.45529 2.48047 -0.390744 -1.4862 -1.97544 
2.50268 5.27968 0.87079 1.02857 -1.61431 1.61229 
2.49844 3.09718 0.711721 -1.63022 0.0724462 1.89191 
2.5059 0.996075 2.32955 0.988547 1.52636 -1.7241 
2.50317 3.56798 1.32124 -2.20845 -1.00321 0.618212 
2.50261 4.97833 2.10211 0.567054 -2.08175 -1.26798 
2.50438 0.739336 1.56617 1.85051 1.68743 0.0115967 
2.50255 2.58547 0.873126 -1.6288 1.01241 1.60772 
2.50498 3.7277 0.869388 -1.59425 -1.05847 1.61645 
2.50527 4.30296 2.01919 -0.898715 -2.07101 -1.08608 
2.50455 6.00606 1.29709 2.31931 -0.659708 0.676989 
2.50814 0.406024 1.92688 2.15969 0.928475 -0.874343 
2.50824 5.2386 0.396692 0.486741 -0.838006 2.31346 
2.50516 1.01608 1.96183 1.21987 1.96877 -0.954816 
2.50337 4.09088 1.61486 -1.45621 -2.03326 -0.110264 
2.50136 3.14123 2.5715 -1.35001 0.000493419 -2.10578 
2.50419 2.33223 1.68765 -1.71601 1.80028 -0.291963 
2.50284 5.46681 1.4435 1.70025 -1.80898 0.31773 
2.50263 0.498627 1.14383 2.0006 1.08937 1.03637 
2.50521 4.14935 2.8529 -0.380701 -0.603143 -2.40153 
2.50371 4.31392 0.450819 -0.423266 -1.00541 2.25357 
2.50529 5.83475 0.898625 1.76649 -0.849913 1.56001 
2.49929 1.91524 0.96348 -0.693039 1.93182 1.42626 
2.50397 2.62638 2.15513 -1.8174 1.02905 -1.38129 
2.50412 5.32104 2.53584 0.815217 -1.16975 -2.05857 
2.5056 5.47995 1.97394 1.60037 -1.65849 -0.982977 
2.50647 0.712545 0.773311 1.32483 1.1446 1.79364 
2.50179 2.37248 2.73381 -0.712892 0.690042 -2.29664 
2.50849 0.0971757 0.51319 1.22576 0.11949 2.18535 
2.5048 3.13506 1.57919 -2.50466 0.0163525 -0.0210165 
2.50638 1.2388 1.48278 0.813749 2.36034 0.220311 
2.50939 3.56043 1.72294 -2.266 -1.00877 -0.380319 
2.50444 1.11369 2.75589 0.415844 0.845467 -2.32044 
2.51342 0.240765 1.57545 2.44089 0.599308 -0.0116863 
2.50762 0.209447 2.37009 1.71014 0.363515 -1.79763 
2.50864 0.95178 1.12015 1.31029 1.83919 1.09263 
2.50529 1.94305 1.90637 -0.860388 2.20354 -0.825017 
2.50297 0.0104174 1.90296 2.36603 0.0246488 -0.816193 
2.50714 1.79011 1.37323 -0.534852 2.39948 0.492112 
2.51647 0.00826766 2.72786 1.01165 0.00836419 -2.30415 
2.50422 1.31829 0.562188 0.333486 1.29252 2.1188 
2.50678 3.11292 2.10904 -2.15146 0.0617051 -1.28504 
2.50823 5.89473 1.81391 2.25309 -0.922067 -0.6038 
2.50869 3.06354 1.09307 -2.22103 0.173699 1.15341 
2.50645 0.0499475 1.03088 2.14723 0.107338 1.28847 
2.50794 4.5604 0.876924 -0.291911 -1.90582 1.60388 
2.51049 2.75621 1.60549 -2.32495 0.943161 -0.0870761 
2.50691 1.52865 1.84173 0.101776 2.41332 -0.670934 
2.50772 2.43475 1.27924 -1.82644 1.55988 0.720817 
2.50492 3.81801 0.166775 -0.324267 -0.260307 2.47016 
2.50689 2.22275 2.18603 -1.24213 1.62734 -1.44685 
2.5056 4.92955 1.27015 0.515636 -2.337 0.741995 
2.50728 4.08496 1.1588 -1.34877 -1.85991 1.00401 
2.50853 1.47131 1.04114 0.21502 2.15411 1.26741 
2.50586 3.66377 2.19104 -1.76737 -1.01704 -1.4565 
2.50556 5.00683 1.69213 0.721778 -2.3801 -0.303257 
2.50733 1.68794 2.37532 -0.20321 1.7268 -1.80654 
2.50597 0.219784 0.233643 0.566234 0.126493 2.43789 
2.50549 2.16 0.554148 -0.732652 1.09613 2.13054 
2.5084 4.47433 1.37846 -0.580605 -2.39271 0.479481 
2.50628 4.45529 2.48047 -0.391293 -1.48829 -1.97821 
2.5062 5.27968 0.87079 1.03002 -1.61658 1.61455 
2.50047 3.08789 0.625991 -1.46291 0.0786325 2.02633 
2.51004 0.988075 2.33211 0.999941 1.51721 -1.73161 
2.50669 3.56798 1.32124 -2.21155 -1.00462 0.619081 
2.50612 4.97833 2.10211 0.567851 -2.08468 -1.26976 
2.50549 0.780918 1.52309 1.77754 1.76169 0.119482 
2.50606 2.58547 0.873126 -1.63109 1.01383 1.60998 
2.50626 3.66933 0.922893 -1.72649 -1.00633 1.51257 
2.5104 4.29303 2.03963 -0.911864 -2.04546 -1.13432 
2.50725 6.04305 1.44523 2.41613 -0.591623 0.314004 
2.51294 0.595149 1.97965 1.90936 1.29271 -0.999032 
2.51492 5.00104 0.477767 0.329172 -1.10852 2.23331 
2.50608 1.08653 1.89431 1.1062 2.10288 -0.796678 
2.50631 4.04996 1.65857 -1.53553 -1.96863 -0.219698 
2.5055 3.50554 2.61241 -1.182 -0.450245 -2.1628 
2.50771 2.33223 1.68765 -1.71842 1.80281 -0.292374 
2.506 5.44368 1.44277 1.65989 -1.84998 0.319953 
2.505 0.494676 1.21315 2.0652 1.11399 0.876922 
2.50815 4.47469 2.95601 -0.108972 -0.449787 -2.46508 
2.50554 3.96974 0.593299 -0.947312 -1.03197 2.07734 
2.5097 5.80826 0.976532 1.8493 -0.950872 1.40518 
2.5067 2.03021 0.978016 -0.921897 1.86346 1.40042 
2.50623 2.7324 2.34931 -1.63703 0.709926 -1.75992 
2.50643 5.2964 2.51651 0.808684 -1.22358 -2.03251 
2.5079 5.57925 2.05107 1.6955 -1.43953 -1.15869 
2.51525 0.740382 0.759966 1.27913 1.16886 1.8232 
2.50592 2.42032 2.71359 -0.781067 0.686807 -2.27988 
2.50992 0.0874544 0.600142 1.41209 0.123809 2.07133 
2.51024 3.19528 1.69859 -2.48618 -0.133599 -0.319924 
2.508 1.33116 1.42228 0.588729 2.40951 0.371116 
2.51484 3.71934 1.75853 -2.06966 -1.34932 -0.469353 
2.50851 1.3042 2.75589 0.248628 0.910395 -2.32422 
2.5197 0.320565 1.55981 2.3912 0.793917 0.0276835 
2.51332 0.143557 2.42467 1.63443 0.236258 -1.89462 
2.5132 1.00042 1.0572 1.18192 1.84244 1.23477 
2.50906 1.94305 1.90637 -0.861681 2.20685 -0.826257 
2.50333 0.00926893 1.97777 2.29877 0.0213077 -0.990893 
2.51091 1.79011 1.37323 -0.535656 2.40308 0.492852 
2.52114 0.00111514 2.82422 0.786783 0.000877371 -2.39523 
2.50979 1.44666 0.625383 0.181924 1.45794 2.03478 
2.51002 3.01433 2.29404 -1.86645 0.238817 -1.66118 
2.512 5.89473 1.81391 2.25648 -0.923453 -0.604708 
2.51287 3.07554 1.17083 -2.3095 0.152781 0.978473 
2.51045 0.0427865 1.1627 2.30217 0.098562 0.996303 
2.51077 4.60652 0.917788 -0.210732 -1.98304 1.52549 
2.51367 2.76804 1.63926 -2.33483 0.91516 -0.17195 
2.50916 1.55975 1.71856 0.0274264 2.48167 -0.369407 
2.51035 2.44082 1.23127 -1.80924 1.52628 0.836042 
2.51685 4.48721 0.170985 -0.0956202 -0.417437 2.48015 
2.5119 2.08389 2.32651 -0.897382 1.59271 -1.72268 
2.50936 4.92955 1.27015 0.516411 -2.34052 0.74311 
2.51137 4.1636 1.16159 -1.20191 -1.96568 0.999228 
