0.726656 -1.00016 3.30046 
1.17576 0.382026 3.30046 
1.41018 -1.94095 2.58176 
2.28172 0.741377 2.58176 
2.28172 1.97764 1.8177 
0 1.23626 3.30046 
0 2.39915 2.58176 
1.17576 2.78117 1.8177 
-0.683527 -2.94111 1.8177 
-1.41018 -1.94095 2.58176 
0.683527 -2.94111 1.8177 
-0.726656 -1.00016 3.30046 
-1.17576 0.382026 3.30046 
-2.58594 -1.55892 1.8177 
-3.00838 -0.258779 1.8177 
-2.28172 0.741377 2.58176 
0.726656 -3.3993 -0.581443 
-0.726656 -3.3993 -0.581443 
1.41018 -3.17721 0.581443 
-1.41018 -3.17721 0.581443 
-2.58594 -2.32298 0.581443 
-1.17576 -2.78117 -1.8177 
-2.28172 -1.97764 -1.8177 
-3.00838 -1.74153 -0.581443 
3.00838 -1.74153 -0.581443 
2.28172 -1.97764 -1.8177 
2.58594 -2.32298 0.581443 
1.17576 -2.78117 -1.8177 
0 -2.39915 -2.58176 
2.28172 -0.741377 -2.58176 
1.17576 -0.382026 -3.30046 
0 -1.23626 -3.30046 
3.00838 -0.258779 1.8177 
3.45748 0.359351 0.581443 
2.58594 -1.55892 1.8177 
3.45748 -0.359351 -0.581443 
3.00838 0.258779 -1.8177 
3.00838 1.74153 0.581443 
2.58594 2.32298 -0.581443 
2.58594 1.55892 -1.8177 
-0.726656 1.00016 -3.30046 
0.726656 1.00016 -3.30046 
1.41018 1.94095 -2.58176 
-1.41018 1.94095 -2.58176 
-3.00838 0.258779 -1.8177 
-2.28172 -0.741377 -2.58176 
-1.17576 -0.382026 -3.30046 
-2.58594 1.55892 -1.8177 
-3.00838 1.74153 0.581443 
-3.45748 0.359351 0.581443 
-3.45748 -0.359351 -0.581443 
-2.58594 2.32298 -0.581443 
-0.726656 3.3993 0.581443 
-1.17576 2.78117 1.8177 
-2.28172 1.97764 1.8177 
-1.41018 3.17721 -0.581443 
0.683527 2.94111 -1.8177 
1.41018 3.17721 -0.581443 
0.726656 3.3993 0.581443 
-0.683527 2.94111 -1.8177 
